Descritpion_ID,Top_20_Image_IDs
73.txt,1583.jpg 1946.jpg 1766.jpg 1666.jpg 710.jpg 195.jpg 1829.jpg 327.jpg 1244.jpg 283.jpg 277.jpg 1947.jpg 1884.jpg 472.jpg 1104.jpg 241.jpg 477.jpg 679.jpg 1467.jpg 404.jpg
74.txt,1138.jpg 1891.jpg 590.jpg 238.jpg 1988.jpg 326.jpg 201.jpg 635.jpg 774.jpg 611.jpg 1814.jpg 392.jpg 1754.jpg 682.jpg 587.jpg 571.jpg 1704.jpg 1199.jpg 211.jpg 572.jpg
75.txt,401.jpg 442.jpg 123.jpg 856.jpg 610.jpg 974.jpg 812.jpg 1546.jpg 1317.jpg 1751.jpg 503.jpg 352.jpg 1963.jpg 1399.jpg 1869.jpg 125.jpg 1770.jpg 461.jpg 1259.jpg 1942.jpg
76.txt,1767.jpg 148.jpg 986.jpg 1358.jpg 258.jpg 618.jpg 441.jpg 474.jpg 1768.jpg 1790.jpg 1377.jpg 1930.jpg 1885.jpg 417.jpg 1661.jpg 1632.jpg 1686.jpg 941.jpg 221.jpg 304.jpg
77.txt,448.jpg 1085.jpg 1285.jpg 689.jpg 1249.jpg 987.jpg 1694.jpg 1488.jpg 1961.jpg 1302.jpg 794.jpg 168.jpg 1223.jpg 975.jpg 1857.jpg 685.jpg 384.jpg 183.jpg 1270.jpg 409.jpg
78.txt,1988.jpg 666.jpg 1642.jpg 682.jpg 1138.jpg 587.jpg 1065.jpg 238.jpg 1704.jpg 1199.jpg 590.jpg 774.jpg 326.jpg 572.jpg 1733.jpg 611.jpg 635.jpg 1891.jpg 23.jpg 888.jpg
79.txt,155.jpg 728.jpg 1903.jpg 951.jpg 731.jpg 1132.jpg 1889.jpg 1630.jpg 1088.jpg 990.jpg 1802.jpg 1517.jpg 1998.jpg 346.jpg 267.jpg 625.jpg 1207.jpg 989.jpg 358.jpg 914.jpg
80.txt,1279.jpg 677.jpg 59.jpg 1450.jpg 239.jpg 794.jpg 779.jpg 1463.jpg 764.jpg 409.jpg 661.jpg 807.jpg 624.jpg 987.jpg 1125.jpg 1491.jpg 320.jpg 1157.jpg 944.jpg 1528.jpg
81.txt,1531.jpg 1419.jpg 1332.jpg 462.jpg 596.jpg 533.jpg 855.jpg 1293.jpg 1055.jpg 1303.jpg 27.jpg 1649.jpg 520.jpg 889.jpg 178.jpg 424.jpg 1687.jpg 876.jpg 1958.jpg 564.jpg
82.txt,1031.jpg 1261.jpg 472.jpg 1918.jpg 393.jpg 719.jpg 923.jpg 1700.jpg 1455.jpg 266.jpg 618.jpg 1004.jpg 1283.jpg 284.jpg 1389.jpg 679.jpg 188.jpg 1348.jpg 1583.jpg 1656.jpg
83.txt,1054.jpg 1989.jpg 428.jpg 109.jpg 504.jpg 1871.jpg 804.jpg 1812.jpg 1714.jpg 1759.jpg 457.jpg 1941.jpg 1184.jpg 1650.jpg 1147.jpg 331.jpg 888.jpg 1757.jpg 163.jpg 176.jpg
84.txt,1535.jpg 1131.jpg 586.jpg 484.jpg 1466.jpg 1076.jpg 912.jpg 1384.jpg 1749.jpg 916.jpg 21.jpg 1161.jpg 46.jpg 132.jpg 2.jpg 736.jpg 942.jpg 1092.jpg 959.jpg 711.jpg
85.txt,959.jpg 1510.jpg 112.jpg 922.jpg 1466.jpg 912.jpg 1958.jpg 312.jpg 1113.jpg 956.jpg 1942.jpg 1375.jpg 484.jpg 86.jpg 1629.jpg 2.jpg 132.jpg 1384.jpg 1161.jpg 931.jpg
86.txt,1389.jpg 1031.jpg 1336.jpg 1197.jpg 696.jpg 476.jpg 823.jpg 393.jpg 1004.jpg 923.jpg 539.jpg 496.jpg 1525.jpg 1644.jpg 472.jpg 1896.jpg 1656.jpg 1179.jpg 837.jpg 848.jpg
87.txt,921.jpg 964.jpg 1926.jpg 620.jpg 1307.jpg 734.jpg 1213.jpg 1434.jpg 1043.jpg 69.jpg 522.jpg 914.jpg 880.jpg 498.jpg 70.jpg 1062.jpg 1746.jpg 138.jpg 210.jpg 584.jpg
88.txt,1138.jpg 682.jpg 1988.jpg 1891.jpg 179.jpg 635.jpg 1199.jpg 1524.jpg 5.jpg 201.jpg 1709.jpg 611.jpg 835.jpg 631.jpg 23.jpg 1754.jpg 587.jpg 238.jpg 774.jpg 1006.jpg
89.txt,1076.jpg 484.jpg 312.jpg 595.jpg 978.jpg 1131.jpg 916.jpg 1384.jpg 1202.jpg 1822.jpg 1451.jpg 1181.jpg 1643.jpg 1958.jpg 942.jpg 912.jpg 1510.jpg 21.jpg 1257.jpg 132.jpg
90.txt,1648.jpg 1040.jpg 338.jpg 496.jpg 607.jpg 1500.jpg 1380.jpg 1033.jpg 153.jpg 476.jpg 290.jpg 765.jpg 629.jpg 42.jpg 3.jpg 1344.jpg 561.jpg 1413.jpg 1475.jpg 823.jpg
91.txt,856.jpg 1317.jpg 1546.jpg 812.jpg 123.jpg 1142.jpg 1399.jpg 401.jpg 1869.jpg 610.jpg 442.jpg 461.jpg 1592.jpg 974.jpg 791.jpg 100.jpg 1985.jpg 1963.jpg 1751.jpg 858.jpg
92.txt,1011.jpg 46.jpg 1446.jpg 985.jpg 1980.jpg 1161.jpg 1380.jpg 1700.jpg 540.jpg 3.jpg 563.jpg 760.jpg 1384.jpg 231.jpg 604.jpg 849.jpg 105.jpg 537.jpg 1069.jpg 1969.jpg
93.txt,1712.jpg 1093.jpg 1468.jpg 1634.jpg 652.jpg 1310.jpg 1761.jpg 574.jpg 1931.jpg 60.jpg 478.jpg 111.jpg 674.jpg 1530.jpg 1257.jpg 1326.jpg 176.jpg 1618.jpg 851.jpg 1255.jpg
94.txt,331.jpg 1068.jpg 1408.jpg 80.jpg 1550.jpg 1143.jpg 225.jpg 835.jpg 1733.jpg 818.jpg 1199.jpg 1714.jpg 1116.jpg 200.jpg 482.jpg 23.jpg 5.jpg 1184.jpg 1177.jpg 850.jpg
95.txt,1913.jpg 1700.jpg 1088.jpg 46.jpg 1292.jpg 1446.jpg 846.jpg 1630.jpg 673.jpg 760.jpg 1254.jpg 476.jpg 1693.jpg 249.jpg 1335.jpg 1402.jpg 1218.jpg 1594.jpg 492.jpg 800.jpg
96.txt,696.jpg 1183.jpg 634.jpg 904.jpg 838.jpg 600.jpg 1471.jpg 1896.jpg 979.jpg 1866.jpg 445.jpg 393.jpg 283.jpg 539.jpg 1197.jpg 159.jpg 496.jpg 42.jpg 883.jpg 476.jpg
97.txt,1183.jpg 1040.jpg 1033.jpg 1487.jpg 600.jpg 445.jpg 1739.jpg 979.jpg 696.jpg 607.jpg 1211.jpg 476.jpg 539.jpg 496.jpg 398.jpg 1164.jpg 1853.jpg 117.jpg 904.jpg 765.jpg
98.txt,899.jpg 262.jpg 1151.jpg 1289.jpg 1768.jpg 1465.jpg 655.jpg 996.jpg 1377.jpg 458.jpg 1265.jpg 1940.jpg 1311.jpg 414.jpg 897.jpg 1458.jpg 367.jpg 623.jpg 1020.jpg 1191.jpg
99.txt,1683.jpg 1825.jpg 830.jpg 1640.jpg 1150.jpg 1178.jpg 1685.jpg 317.jpg 1038.jpg 589.jpg 395.jpg 1309.jpg 1988.jpg 299.jpg 1199.jpg 313.jpg 1684.jpg 762.jpg 1170.jpg 596.jpg
100.txt,1822.jpg 1076.jpg 211.jpg 312.jpg 1462.jpg 978.jpg 674.jpg 76.jpg 587.jpg 1451.jpg 635.jpg 1843.jpg 1527.jpg 1219.jpg 484.jpg 1017.jpg 1942.jpg 95.jpg 199.jpg 1643.jpg
101.txt,1869.jpg 791.jpg 1563.jpg 1592.jpg 1359.jpg 665.jpg 1478.jpg 131.jpg 1246.jpg 352.jpg 401.jpg 812.jpg 125.jpg 1811.jpg 552.jpg 278.jpg 100.jpg 1800.jpg 1498.jpg 1537.jpg
102.txt,1302.jpg 624.jpg 1491.jpg 68.jpg 936.jpg 1220.jpg 305.jpg 637.jpg 1.jpg 54.jpg 484.jpg 1210.jpg 472.jpg 1362.jpg 1460.jpg 912.jpg 216.jpg 1711.jpg 1763.jpg 1251.jpg
