Descritpion_ID,Top_20_Image_IDs
57.txt,731.jpg 1106.jpg 541.jpg 177.jpg 1663.jpg 183.jpg 499.jpg 1724.jpg 1314.jpg 1382.jpg 1802.jpg 1267.jpg 1607.jpg 657.jpg 1742.jpg 309.jpg 149.jpg 376.jpg 1991.jpg 733.jpg
58.txt,179.jpg 974.jpg 1997.jpg 1768.jpg 463.jpg 1846.jpg 532.jpg 1382.jpg 1297.jpg 1607.jpg 1724.jpg 232.jpg 1106.jpg 1785.jpg 541.jpg 731.jpg 752.jpg 1464.jpg 1109.jpg 165.jpg
59.txt,406.jpg 813.jpg 1592.jpg 838.jpg 80.jpg 1642.jpg 1815.jpg 824.jpg 1594.jpg 1284.jpg 319.jpg 899.jpg 1389.jpg 967.jpg 124.jpg 885.jpg 1415.jpg 826.jpg 1576.jpg 180.jpg
60.txt,541.jpg 325.jpg 648.jpg 887.jpg 692.jpg 1267.jpg 953.jpg 1205.jpg 731.jpg 1742.jpg 155.jpg 1848.jpg 413.jpg 154.jpg 1913.jpg 1021.jpg 1724.jpg 894.jpg 499.jpg 71.jpg
61.txt,177.jpg 1106.jpg 1663.jpg 499.jpg 731.jpg 1846.jpg 1790.jpg 410.jpg 275.jpg 325.jpg 1724.jpg 767.jpg 1758.jpg 1382.jpg 183.jpg 149.jpg 541.jpg 1368.jpg 227.jpg 797.jpg
62.txt,761.jpg 365.jpg 381.jpg 778.jpg 531.jpg 1864.jpg 1675.jpg 1376.jpg 1692.jpg 1687.jpg 1726.jpg 1435.jpg 1929.jpg 1380.jpg 276.jpg 285.jpg 1001.jpg 1049.jpg 1962.jpg 1599.jpg
63.txt,1165.jpg 278.jpg 1983.jpg 262.jpg 325.jpg 1041.jpg 1530.jpg 593.jpg 245.jpg 508.jpg 536.jpg 228.jpg 1209.jpg 1019.jpg 97.jpg 541.jpg 499.jpg 1494.jpg 887.jpg 1724.jpg
64.txt,874.jpg 1417.jpg 1951.jpg 647.jpg 1083.jpg 1901.jpg 908.jpg 1374.jpg 110.jpg 468.jpg 1006.jpg 1693.jpg 940.jpg 209.jpg 132.jpg 1552.jpg 222.jpg 1953.jpg 1282.jpg 915.jpg
65.txt,333.jpg 495.jpg 1993.jpg 1832.jpg 1096.jpg 1935.jpg 1940.jpg 150.jpg 1847.jpg 791.jpg 731.jpg 1267.jpg 1741.jpg 200.jpg 499.jpg 541.jpg 1281.jpg 887.jpg 416.jpg 1724.jpg
66.txt,477.jpg 716.jpg 1136.jpg 1332.jpg 747.jpg 1578.jpg 1562.jpg 159.jpg 1089.jpg 1244.jpg 1749.jpg 1619.jpg 1191.jpg 1042.jpg 402.jpg 1807.jpg 1382.jpg 733.jpg 541.jpg 499.jpg
67.txt,1952.jpg 1561.jpg 22.jpg 1229.jpg 1724.jpg 731.jpg 1106.jpg 975.jpg 1858.jpg 1661.jpg 183.jpg 1742.jpg 499.jpg 78.jpg 642.jpg 1888.jpg 1663.jpg 1188.jpg 1145.jpg 703.jpg
68.txt,1382.jpg 1430.jpg 51.jpg 1315.jpg 1087.jpg 463.jpg 879.jpg 1632.jpg 352.jpg 477.jpg 597.jpg 1506.jpg 733.jpg 384.jpg 1141.jpg 754.jpg 95.jpg 1802.jpg 541.jpg 599.jpg
69.txt,919.jpg 1566.jpg 87.jpg 551.jpg 921.jpg 1362.jpg 1316.jpg 606.jpg 1385.jpg 1097.jpg 909.jpg 1733.jpg 568.jpg 1400.jpg 1873.jpg 846.jpg 132.jpg 1382.jpg 874.jpg 1487.jpg
70.txt,606.jpg 186.jpg 1400.jpg 1541.jpg 1362.jpg 564.jpg 1868.jpg 1748.jpg 921.jpg 1828.jpg 543.jpg 327.jpg 1318.jpg 1856.jpg 919.jpg 59.jpg 1472.jpg 1842.jpg 614.jpg 24.jpg
71.txt,413.jpg 1814.jpg 1608.jpg 1414.jpg 189.jpg 1535.jpg 594.jpg 1701.jpg 1836.jpg 460.jpg 1616.jpg 1657.jpg 926.jpg 180.jpg 1769.jpg 282.jpg 927.jpg 1253.jpg 344.jpg 541.jpg
72.txt,1267.jpg 1673.jpg 1108.jpg 541.jpg 926.jpg 1535.jpg 1836.jpg 1518.jpg 742.jpg 1279.jpg 1771.jpg 1414.jpg 578.jpg 1782.jpg 1965.jpg 337.jpg 1077.jpg 1761.jpg 1382.jpg 1337.jpg
73.txt,541.jpg 325.jpg 1724.jpg 1382.jpg 154.jpg 1056.jpg 731.jpg 1705.jpg 887.jpg 1728.jpg 733.jpg 384.jpg 953.jpg 782.jpg 1181.jpg 1106.jpg 1315.jpg 635.jpg 1414.jpg 499.jpg
74.txt,1541.jpg 1318.jpg 59.jpg 314.jpg 1161.jpg 1748.jpg 24.jpg 529.jpg 910.jpg 1856.jpg 1842.jpg 564.jpg 614.jpg 634.jpg 186.jpg 1831.jpg 327.jpg 1631.jpg 1975.jpg 958.jpg
75.txt,477.jpg 747.jpg 1562.jpg 159.jpg 1578.jpg 1136.jpg 1089.jpg 733.jpg 1382.jpg 1750.jpg 824.jpg 541.jpg 95.jpg 1802.jpg 1332.jpg 1770.jpg 992.jpg 1673.jpg 1619.jpg 880.jpg
76.txt,1109.jpg 504.jpg 1997.jpg 463.jpg 1106.jpg 1382.jpg 248.jpg 941.jpg 1667.jpg 1663.jpg 541.jpg 489.jpg 51.jpg 1632.jpg 731.jpg 1764.jpg 1932.jpg 1430.jpg 384.jpg 177.jpg
77.txt,1382.jpg 128.jpg 1802.jpg 541.jpg 1087.jpg 95.jpg 733.jpg 227.jpg 599.jpg 5.jpg 1506.jpg 754.jpg 1034.jpg 597.jpg 51.jpg 1764.jpg 963.jpg 1495.jpg 1744.jpg 552.jpg
78.txt,1400.jpg 1158.jpg 554.jpg 180.jpg 1538.jpg 1617.jpg 1529.jpg 543.jpg 1362.jpg 260.jpg 1094.jpg 541.jpg 1629.jpg 1705.jpg 953.jpg 1382.jpg 731.jpg 442.jpg 64.jpg 747.jpg
79.txt,1382.jpg 51.jpg 1430.jpg 84.jpg 1234.jpg 541.jpg 1077.jpg 463.jpg 384.jpg 1979.jpg 1632.jpg 639.jpg 733.jpg 1315.jpg 731.jpg 879.jpg 902.jpg 1506.jpg 1141.jpg 914.jpg
80.txt,1455.jpg 703.jpg 177.jpg 627.jpg 765.jpg 1878.jpg 768.jpg 1613.jpg 175.jpg 1314.jpg 1672.jpg 797.jpg 1255.jpg 595.jpg 342.jpg 1959.jpg 1939.jpg 1368.jpg 489.jpg 1663.jpg
81.txt,874.jpg 647.jpg 1374.jpg 1083.jpg 1901.jpg 468.jpg 132.jpg 1006.jpg 914.jpg 940.jpg 110.jpg 1417.jpg 1951.jpg 908.jpg 1534.jpg 1487.jpg 1953.jpg 209.jpg 208.jpg 1693.jpg
82.txt,1802.jpg 733.jpg 128.jpg 1382.jpg 1556.jpg 227.jpg 95.jpg 663.jpg 880.jpg 597.jpg 1087.jpg 905.jpg 1506.jpg 5.jpg 541.jpg 1262.jpg 1392.jpg 774.jpg 1034.jpg 1358.jpg
83.txt,962.jpg 232.jpg 974.jpg 1001.jpg 651.jpg 1574.jpg 517.jpg 1785.jpg 1819.jpg 125.jpg 731.jpg 381.jpg 499.jpg 711.jpg 1149.jpg 953.jpg 1327.jpg 887.jpg 1728.jpg 1106.jpg
84.txt,499.jpg 1059.jpg 1862.jpg 677.jpg 1841.jpg 1175.jpg 61.jpg 1156.jpg 1858.jpg 303.jpg 541.jpg 1382.jpg 906.jpg 1406.jpg 731.jpg 733.jpg 1650.jpg 1106.jpg 1732.jpg 1802.jpg
85.txt,189.jpg 927.jpg 1657.jpg 1253.jpg 460.jpg 1701.jpg 1267.jpg 1814.jpg 1804.jpg 1269.jpg 995.jpg 383.jpg 1414.jpg 1769.jpg 1846.jpg 541.jpg 499.jpg 887.jpg 731.jpg 1396.jpg
86.txt,677.jpg 303.jpg 1059.jpg 1691.jpg 906.jpg 955.jpg 1175.jpg 499.jpg 1406.jpg 1930.jpg 1730.jpg 1841.jpg 355.jpg 731.jpg 1905.jpg 1384.jpg 1858.jpg 1156.jpg 196.jpg 884.jpg
87.txt,874.jpg 1374.jpg 647.jpg 1901.jpg 132.jpg 1083.jpg 940.jpg 468.jpg 1006.jpg 914.jpg 1951.jpg 1534.jpg 110.jpg 908.jpg 1688.jpg 1328.jpg 1417.jpg 915.jpg 1693.jpg 1487.jpg
88.txt,1382.jpg 1315.jpg 138.jpg 477.jpg 51.jpg 733.jpg 363.jpg 639.jpg 541.jpg 1750.jpg 747.jpg 1430.jpg 95.jpg 1141.jpg 499.jpg 463.jpg 384.jpg 1768.jpg 1506.jpg 1802.jpg
89.txt,262.jpg 300.jpg 228.jpg 1214.jpg 1542.jpg 1970.jpg 1942.jpg 32.jpg 816.jpg 541.jpg 325.jpg 1724.jpg 1181.jpg 1343.jpg 154.jpg 1412.jpg 180.jpg 475.jpg 213.jpg 1764.jpg
90.txt,1578.jpg 1562.jpg 1244.jpg 1332.jpg 1136.jpg 716.jpg 477.jpg 159.jpg 1749.jpg 30.jpg 1447.jpg 1619.jpg 402.jpg 374.jpg 747.jpg 1042.jpg 760.jpg 1638.jpg 1845.jpg 118.jpg
91.txt,401.jpg 1155.jpg 180.jpg 566.jpg 1681.jpg 1132.jpg 64.jpg 1264.jpg 1278.jpg 1967.jpg 77.jpg 1190.jpg 520.jpg 484.jpg 319.jpg 1179.jpg 1716.jpg 1286.jpg 1039.jpg 1660.jpg
92.txt,1757.jpg 181.jpg 650.jpg 693.jpg 1611.jpg 911.jpg 37.jpg 169.jpg 1908.jpg 957.jpg 1125.jpg 1373.jpg 378.jpg 325.jpg 1746.jpg 1587.jpg 1414.jpg 580.jpg 1766.jpg 1865.jpg
93.txt,1757.jpg 181.jpg 650.jpg 693.jpg 37.jpg 911.jpg 169.jpg 957.jpg 1125.jpg 1908.jpg 1611.jpg 1373.jpg 1414.jpg 1746.jpg 1865.jpg 1334.jpg 446.jpg 378.jpg 325.jpg 1077.jpg
94.txt,1414.jpg 325.jpg 1267.jpg 1757.jpg 1020.jpg 51.jpg 731.jpg 1077.jpg 1535.jpg 1382.jpg 693.jpg 499.jpg 1724.jpg 541.jpg 211.jpg 413.jpg 1629.jpg 1587.jpg 998.jpg 1106.jpg
95.txt,394.jpg 711.jpg 1955.jpg 1585.jpg 1149.jpg 540.jpg 640.jpg 731.jpg 1855.jpg 651.jpg 1459.jpg 325.jpg 414.jpg 1747.jpg 660.jpg 541.jpg 277.jpg 1382.jpg 1106.jpg 747.jpg
96.txt,1041.jpg 847.jpg 1019.jpg 1209.jpg 895.jpg 278.jpg 541.jpg 499.jpg 1806.jpg 731.jpg 1436.jpg 1724.jpg 974.jpg 1382.jpg 1818.jpg 1165.jpg 150.jpg 1742.jpg 427.jpg 1267.jpg
97.txt,1004.jpg 485.jpg 1252.jpg 1225.jpg 168.jpg 1794.jpg 1536.jpg 71.jpg 1511.jpg 802.jpg 953.jpg 644.jpg 1056.jpg 1628.jpg 1966.jpg 1213.jpg 290.jpg 836.jpg 113.jpg 442.jpg
98.txt,262.jpg 228.jpg 300.jpg 1542.jpg 602.jpg 1970.jpg 213.jpg 1942.jpg 1214.jpg 1343.jpg 32.jpg 166.jpg 816.jpg 1412.jpg 631.jpg 1792.jpg 1937.jpg 391.jpg 1311.jpg 325.jpg
99.txt,541.jpg 499.jpg 1382.jpg 1021.jpg 731.jpg 1802.jpg 1059.jpg 1742.jpg 733.jpg 1258.jpg 1267.jpg 384.jpg 880.jpg 926.jpg 227.jpg 1016.jpg 1705.jpg 183.jpg 95.jpg 953.jpg
100.txt,1962.jpg 989.jpg 145.jpg 1435.jpg 613.jpg 689.jpg 1395.jpg 600.jpg 759.jpg 1074.jpg 1384.jpg 500.jpg 1875.jpg 1289.jpg 1007.jpg 1960.jpg 1379.jpg 1846.jpg 1926.jpg 1840.jpg
101.txt,1541.jpg 59.jpg 314.jpg 1856.jpg 1161.jpg 1318.jpg 1842.jpg 529.jpg 910.jpg 564.jpg 1748.jpg 614.jpg 186.jpg 1831.jpg 634.jpg 24.jpg 958.jpg 655.jpg 1631.jpg 1780.jpg
102.txt,677.jpg 303.jpg 1175.jpg 1905.jpg 1059.jpg 906.jpg 1930.jpg 196.jpg 955.jpg 1730.jpg 1691.jpg 355.jpg 1528.jpg 1841.jpg 968.jpg 1760.jpg 556.jpg 1650.jpg 884.jpg 1156.jpg
